"token","token_length","is_numeric_token","token_type","numeric_value"
"european",8,FALSE,"Character",NA
"economies",9,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"reach",5,FALSE,"Character",NA
"fifth",5,FALSE,"Character",NA
"place",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"world",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"should",6,FALSE,"Character",NA
"rise",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"third",5,FALSE,"Character",NA
"place",5,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"but",3,FALSE,"Character",NA
"double",6,FALSE,"Character",NA
"digit",5,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"still",5,FALSE,"Character",NA
"not",3,FALSE,"Character",NA
"been",4,FALSE,"Character",NA
"achieved",8,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"even",4,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"downward",8,FALSE,"Character",NA
"trend",5,FALSE,"Character",NA
"weakened",8,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"structural",10,FALSE,"Character",NA
"issues",6,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"government",10,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"failing",7,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"address35",9,FALSE,"Character",NA
"this",4,FALSE,"Character",NA
"situation",9,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"consequential",13,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"one",3,FALSE,"Character",NA
"hand",4,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"limits",6,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"model",5,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"focuses",7,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"services",8,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"other",5,FALSE,"Character",NA
"hand",4,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"terms",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"structural",10,FALSE,"Character",NA
"weaknesses",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"economy",7,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"first",5,FALSE,"Character",NA
"point",5,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"essentially",11,FALSE,"Character",NA
"based",5,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"services",8,FALSE,"Character",NA
"sector",6,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"become",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"country’s",9,FALSE,"Character",NA
"largest",7,FALSE,"Character",NA
"employer",8,FALSE,"Character",NA
"accounting",10,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"working",7,FALSE,"Character",NA
"population",10,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"services",8,FALSE,"Character",NA
"accounted",9,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"gdp",3,FALSE,"Character",NA
"while",5,FALSE,"Character",NA
"manufacturing",13,FALSE,"Character",NA
"contributed",11,FALSE,"Character",NA
"less",4,FALSE,"Character",NA
"than",4,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"employed",8,FALSE,"Character",NA
"only",4,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"workforce",9,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"result",6,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"industry",8,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"not",3,FALSE,"Character",NA
"been",4,FALSE,"Character",NA
"able",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"absorb",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"low",3,FALSE,"Character",NA
"skilled",7,FALSE,"Character",NA
"labor",5,FALSE,"Character",NA
"released",8,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"agriculture",11,FALSE,"Character",NA
"despite",7,FALSE,"Character",NA
"efforts",7,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"attract",7,FALSE,"Character",NA
"foreign",7,FALSE,"Character",NA
"investment",10,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"share",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"world",5,FALSE,"Character",NA
"market",6,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"manufactured",12,FALSE,"Character",NA
"goods",5,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"plateaued",9,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"impression",10,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"emerges",7,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"industrial",10,FALSE,"Character",NA
"sector",6,FALSE,"Character",NA
"remains",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"weak",4,FALSE,"Character",NA
"link",4,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"economy",7,FALSE,"Character",NA
"however",7,FALSE,"Character",NA
"without",7,FALSE,"Character",NA
"strong",6,FALSE,"Character",NA
"industry",8,FALSE,"Character",NA
"there",5,FALSE,"Character",NA
"can",3,FALSE,"Character",NA
"be",2,FALSE,"Character",NA
"no",2,FALSE,"Character",NA
"strong",6,FALSE,"Character",NA
"economy",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"second",6,FALSE,"Character",NA
"point",5,FALSE,"Character",NA
"exacerbates",11,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"structural",10,FALSE,"Character",NA
"weaknesses",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"economy",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"central",7,FALSE,"Character",NA
"objective",9,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"government’s",12,FALSE,"Character",NA
"economic",8,FALSE,"Character",NA
"strategy",8,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"been",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"make",4,FALSE,"Character",NA
"up",2,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"development",11,FALSE,"Character",NA
"lag",3,FALSE,"Character",NA
"accumulated",11,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"position",8,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"an",2,FALSE,"Character",NA
"industrial",10,FALSE,"Character",NA
"substitute",10,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"china",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"global",6,FALSE,"Character",NA
"value",5,FALSE,"Character",NA
"chains",6,FALSE,"Character",NA
"however",7,FALSE,"Character",NA
"difficulties",12,FALSE,"Character",NA
"continue",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"persist",7,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"gdp",3,FALSE,"Character",NA
"grew",4,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"however",7,FALSE,"Character",NA
"economists",10,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"argued",6,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"makes",5,FALSE,"Character",NA
"no",2,FALSE,"Character",NA
"progress",8,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"human",5,FALSE,"Character",NA
"development",11,FALSE,"Character",NA
"index",5,FALSE,"Character",NA
"hdi",3,FALSE,"Character",NA
"placing",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"country",7,FALSE,"Character",NA
"out",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"countries",9,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"territories",11,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"just",4,FALSE,"Character",NA
"released",8,FALSE,"Character",NA
"human",5,FALSE,"Character",NA
"development",11,FALSE,"Character",NA
"report",6,FALSE,"Character",NA
"hdr",3,FALSE,"Character",NA
"they",4,FALSE,"Character",NA
"note",4,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"declining",9,FALSE,"Character",NA
"private",7,FALSE,"Character",NA
"consumption",11,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"contracting",11,FALSE,"Character",NA
"government",10,FALSE,"Character",NA
"consumption",11,FALSE,"Character",NA
"are",3,FALSE,"Character",NA
"worrying",8,FALSE,"Character",NA
"trends",6,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"say",3,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"other",5,FALSE,"Character",NA
"issues",6,FALSE,"Character",NA
"such",4,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"unemployment",12,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"growing",7,FALSE,"Character",NA
"inflation",9,FALSE,"Character",NA
"are",3,FALSE,"Character",NA
"cautionary",10,FALSE,"Character",NA
"flags",5,FALSE,"Character",NA
"over",4,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"economic",8,FALSE,"Character",NA
"growth38",8,FALSE,"Character",NA
"furthermore",11,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"may",3,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"overtaken",9,FALSE,"Character",NA
"china",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"terms",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"population",10,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"but",3,FALSE,"Character",NA
"whereas",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"two",3,FALSE,"Character",NA
"countries",9,FALSE,"Character",NA
"were",4,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"comparable",10,FALSE,"Character",NA
"level",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"development",11,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"now",3,FALSE,"Character",NA
"far",3,FALSE,"Character",NA
"behind",6,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"terms",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"gdp",3,FALSE,"Character",NA
"accounting",10,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"just",4,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"global",6,FALSE,"Character",NA
"gdp",3,FALSE,"Character",NA
"compared",8,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"china",5,FALSE,"Character",NA
"moreover",8,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"only",4,FALSE,"Character",NA
"accounts",8,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"world",5,FALSE,"Character",NA
"trade",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"goods",5,FALSE,"Character",NA
"compared",8,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"china’s",7,FALSE,"Character",NA
"above",5,FALSE,"Character",NA
"all",3,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"remains",7,FALSE,"Character",NA
"highly",6,FALSE,"Character",NA
"dependent",9,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"china",5,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"supplies",8,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"manufactured",12,FALSE,"Character",NA
"goods",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"integration",11,FALSE,"Character",NA
"into",4,FALSE,"Character",NA
"global",6,FALSE,"Character",NA
"value",5,FALSE,"Character",NA
"benoît",6,FALSE,"Character",NA
"gautier",7,FALSE,"Character",NA
"le",2,FALSE,"Character",NA
"mercantilisme",13,FALSE,"Character",NA
"modien",6,FALSE,"Character",NA
"à",1,FALSE,"Character",NA
"l’épreuve",9,FALSE,"Character",NA
"de",2,FALSE,"Character",NA
"la",2,FALSE,"Character",NA
"réalité",7,FALSE,"Character",NA
"ambassade",9,FALSE,"Character",NA
"de",2,FALSE,"Character",NA
"france",6,FALSE,"Character",NA
"en",2,FALSE,"Character",NA
"inde",4,FALSE,"Character",NA
"service",7,FALSE,"Character",NA
"économique",10,FALSE,"Character",NA
"régional",8,FALSE,"Character",NA
"de",2,FALSE,"Character",NA
"new",3,FALSE,"Character",NA
"delhi",5,FALSE,"Character",NA
"janvier",7,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.tresor.economie.gouv.fr",27,FALSE,"Character",NA
"articles",8,FALSE,"Character",NA
"85e8d201",8,FALSE,"Character",NA
"f069",4,FALSE,"Character",NA
"8a3d",4,FALSE,"Character",NA
"02a9d690cc54",12,FALSE,"Character",NA
"files",5,FALSE,"Character",NA
"9254184f",8,FALSE,"Character",NA
"542a",4,FALSE,"Character",NA
"a27d",4,FALSE,"Character",NA
"3f80be466913",12,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"manjari",7,FALSE,"Character",NA
"chatterjee",10,FALSE,"Character",NA
"miller",6,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"what",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"know",4,FALSE,"Character",NA
"council",7,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"foreign",7,FALSE,"Character",NA
"relations",9,FALSE,"Character",NA
"april",5,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.cfr.org",11,FALSE,"Character",NA
"expert",6,FALSE,"Character",NA
"brief",5,FALSE,"Character",NA
"indias",6,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"what",4,FALSE,"Character",NA
"know",4,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"shows",5,FALSE,"Character",NA
"progress",8,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"human",5,FALSE,"Character",NA
"development",11,FALSE,"Character",NA
"index",5,FALSE,"Character",NA
"ranks",5,FALSE,"Character",NA
"out",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"countries",9,FALSE,"Character",NA
"undp",4,FALSE,"Character",NA
"united",6,FALSE,"Character",NA
"nations",7,FALSE,"Character",NA
"development",11,FALSE,"Character",NA
"programme",9,FALSE,"Character",NA
"march",5,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www",3,FALSE,"Character",NA
"undp.org",8,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"press",5,FALSE,"Character",NA
"releases",8,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"shows",5,FALSE,"Character",NA
"progress",8,FALSE,"Character",NA
"human",5,FALSE,"Character",NA
"development",11,FALSE,"Character",NA
"index",5,FALSE,"Character",NA
"ranks",5,FALSE,"Character",NA
"out",3,FALSE,"Character",NA
"countries",9,FALSE,"Character",NA
"manjari",7,FALSE,"Character",NA
"chatterjee",10,FALSE,"Character",NA
"miller",6,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"what",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"know",4,FALSE,"Character",NA
"council",7,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"foreign",7,FALSE,"Character",NA
"relations",9,FALSE,"Character",NA
"april",5,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.cfr.org",11,FALSE,"Character",NA
"expert",6,FALSE,"Character",NA
"brief",5,FALSE,"Character",NA
"indias",6,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"what",4,FALSE,"Character",NA
"know",4,FALSE,"Character",NA
"policy",6,FALSE,"Character",NA
"paper",5,FALSE,"Character",NA
"n",1,FALSE,"Character",NA
"june",4,FALSE,"Character",NA
"retrospective",13,FALSE,"Character",NA
"analysis",8,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"wins",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"strengthening",13,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"bloc",4,FALSE,"Character",NA
"chains",6,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"demonstrated",12,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"record",6,FALSE,"Character",NA
"trade",5,FALSE,"Character",NA
"deficit",7,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"china",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"need",4,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"foreign",7,FALSE,"Character",NA
"manufacturers",13,FALSE,"Character",NA
"established",11,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"maintain",8,FALSE,"Character",NA
"large",5,FALSE,"Character",NA
"proportions",11,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"their",5,FALSE,"Character",NA
"supplies",8,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"china",5,FALSE,"Character",NA
"or",2,FALSE,"Character",NA
"even",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"encourage",9,FALSE,"Character",NA
"their",5,FALSE,"Character",NA
"chinese",7,FALSE,"Character",NA
"suppliers",9,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"set",3,FALSE,"Character",NA
"up",2,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"unemployment",12,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"government’s",12,FALSE,"Character",NA
"achilles",8,FALSE,"Character",NA
"heel",4,FALSE,"Character",NA
"unemployment",12,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"critical",8,FALSE,"Character",NA
"issue",5,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"continues",9,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"challenge",9,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"economic",8,FALSE,"Character",NA
"landscape",9,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"one",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"world’s",7,FALSE,"Character",NA
"most",4,FALSE,"Character",NA
"populous",8,FALSE,"Character",NA
"nations",7,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"diverse",7,FALSE,"Character",NA
"workforce",9,FALSE,"Character",NA
"fluctuations",12,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"unemployment",12,FALSE,"Character",NA
"rate",4,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"far",3,FALSE,"Character",NA
"reaching",8,FALSE,"Character",NA
"implications",12,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"country’s",9,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"development39",13,FALSE,"Character",NA
"while",5,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"faces",5,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"major",5,FALSE,"Character",NA
"demographic",11,FALSE,"Character",NA
"transition",10,FALSE,"Character",NA
"many",4,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"young",5,FALSE,"Character",NA
"people",6,FALSE,"Character",NA
"are",3,FALSE,"Character",NA
"left",4,FALSE,"Character",NA
"unemployed",10,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"market",6,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"prioritizes",11,FALSE,"Character",NA
"highly",6,FALSE,"Character",NA
"skilled",7,FALSE,"Character",NA
"labor40",7,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"end",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"unemployment",12,FALSE,"Character",NA
"rate",4,FALSE,"Character",NA
"among",5,FALSE,"Character",NA
"young",5,FALSE,"Character",NA
"people",6,FALSE,"Character",NA
"aged",4,FALSE,"Character",NA
"was",3,FALSE,"Character",NA
"while",5,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"overall",7,FALSE,"Character",NA
"unemployment",12,FALSE,"Character",NA
"rate",4,FALSE,"Character",NA
"stood",5,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"report",6,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"mckinsey",8,FALSE,"Character",NA
"global",6,FALSE,"Character",NA
"institute",9,FALSE,"Character",NA
"mgi",3,FALSE,"Character",NA
"finds",5,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"turning",7,FALSE,"Character",NA
"point",5,FALSE,"Character",NA
"it",2,FALSE,"Character",NA
"needs",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"create",6,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"least",5,FALSE,"Character",NA
"million",7,FALSE,"Character",NA
"non",3,FALSE,"Character",NA
"farm",4,FALSE,"Character",NA
"jobs",4,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"while",5,FALSE,"Character",NA
"despite",7,FALSE,"Character",NA
"accelerating",12,FALSE,"Character",NA
"rural",5,FALSE,"Character",NA
"exodus",6,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"urbanization",12,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"population",10,FALSE,"Character",NA
"still",5,FALSE,"Character",NA
"lives",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"countryside",11,FALSE,"Character",NA
"furthermore",11,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"economy",7,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"not",3,FALSE,"Character",NA
"creating",8,FALSE,"Character",NA
"enough",6,FALSE,"Character",NA
"jobs",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"million",7,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"year",4,FALSE,"Character",NA
"since",5,FALSE,"Character",NA
"probably",8,FALSE,"Character",NA
"fewer",5,FALSE,"Character",NA
"since",5,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"pandemic",8,FALSE,"Character",NA
"crisis",6,FALSE,"Character",NA
"because",7,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"modernization",13,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"services",8,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"substitution",12,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"capital",7,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"labor",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"industry",8,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"government’s",12,FALSE,"Character",NA
"decision",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"demonetize",10,FALSE,"Character",NA
"high",4,FALSE,"Character",NA
"value",5,FALSE,"Character",NA
"currency",8,FALSE,"Character",NA
"notes",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"caused",6,FALSE,"Character",NA
"economic",8,FALSE,"Character",NA
"disruption",10,FALSE,"Character",NA
"particularly",12,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"informal",8,FALSE,"Character",NA
"sector",6,FALSE,"Character",NA
"resulting",9,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"temporary",9,FALSE,"Character",NA
"job",3,FALSE,"Character",NA
"losses43",8,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"same",4,FALSE,"Character",NA
"vein",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"introduction",12,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"gst",3,FALSE,"Character",NA
"aimed",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"simplify",8,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"tax",3,FALSE,"Character",NA
"structure",9,FALSE,"Character",NA
"but",3,FALSE,"Character",NA
"caused",6,FALSE,"Character",NA
"short",5,FALSE,"Character",NA
"term",4,FALSE,"Character",NA
"disruptions",11,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"economy",7,FALSE,"Character",NA
"affecting",9,FALSE,"Character",NA
"businesses",10,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"employment44",12,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"predominance",12,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"informality",11,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"working",7,FALSE,"Character",NA
"population",10,FALSE,"Character",NA
"acts",4,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"buffer",6,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"economic",8,FALSE,"Character",NA
